base_id,split,modality,filename,tcir_vmax_proxy_kt,embed_00,embed_01,embed_02,embed_03,embed_04,embed_05,embed_06,embed_07,embed_08,embed_09,embed_10,embed_11,embed_12,embed_13,embed_14,embed_15,embed_16,embed_17,embed_18,embed_19,embed_20,embed_21,embed_22,embed_23,embed_24,embed_25,embed_26,embed_27,embed_28,embed_29,embed_30,embed_31
81,test,raw,81 2.jpg,37.90610644846544,0.0,1.7653862237930298,0.5359994769096375,0.0,0.8017397522926331,0.0,0.0,0.0,0.0,0.2277955859899521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46283599734306335,0.0,0.0,0.0,0.0
81,test,raw,81.jpg,37.589130618414345,0.0,1.7951428890228271,0.5606116652488708,0.0,0.7683744430541992,0.0,0.0,0.0,0.0,0.2036481350660324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5053321719169617,0.0,0.0,0.0,0.0
82,test,raw,82(1).jpg,21.79894274084893,0.0,2.220612049102783,1.3674710988998413,0.0,2.264349937438965,0.0,0.0,0.7143003940582275,0.0,0.0,0.0,0.0,0.4270434081554413,1.248513102531433,0.0,0.0,1.168976068496704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5550141334533691,0.0,0.0,0.0,0.0
82,test,raw,82.jpg,44.337317991761154,0.0,0.9889798164367676,0.03940798342227936,0.0,1.0005885362625122,0.0,0.0,0.0,0.0,0.5158553719520569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04584386572241783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3173452317714691,0.0,0.0368201918900013,0.0,0.0,0.0,0.0
83,test,raw,83(1).jpg,47.37386934016885,0.0,0.8375964164733887,0.0,0.0,0.8992457985877991,0.0,0.0,0.0,0.0,0.7617051601409912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18037596344947815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6978041529655457,0.0,0.0,0.0,0.0,0.0,0.0
98,test,raw,98.jpg,16.923988834905458,0.0,2.4026098251342773,1.0945199728012085,0.0,2.037065029144287,0.0,0.0,1.1766092777252197,0.0,0.0,0.0,0.0,1.7209596633911133,1.843056321144104,0.0,0.0,1.7235918045043945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5530917644500732,0.0,0.0,0.0,0.0
111,test,raw,111.jpg,36.020762360702236,0.0,1.8517210483551025,0.5076871514320374,0.0,1.1225494146347046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4893259108066559,0.0,0.0,0.0,0.0
112,test,raw,112.jpg,20.06237008725975,0.0,2.3838627338409424,1.1078013181686401,0.0,2.0673036575317383,0.0,0.0,0.9227494597434998,0.0,0.0,0.0,0.0,0.8953202962875366,1.4334346055984497,0.0,0.0,1.2965879440307617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5522124767303467,0.0,0.0,0.0,0.0
115,test,raw,115.jpg,27.75999129613649,0.0,2.348755359649658,0.8473342061042786,0.0,1.9414249658584595,0.0,0.0,0.35586124658584595,0.0,0.0,0.0,0.0,0.0,0.3093622922897339,0.0,0.0,0.5325912833213806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.139207124710083,0.0,0.0,0.0,0.0
119,test,raw,119.jpg,18.880223144568163,0.0,2.106410264968872,1.440438151359558,0.0,2.3106002807617188,0.0,0.0,1.0219001770019531,0.0,0.0,0.0,0.0,0.7224189639091492,1.5451719760894775,0.0,0.0,1.2822494506835938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9227360486984253,0.0,0.0,0.0,0.0
128,test,raw,128.jpg,33.32815889699668,0.0,2.0509297847747803,0.631862223148346,0.0,1.6034575700759888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3768143951892853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5795828104019165,0.0,0.0,0.0,0.0
25,train,raw,25.jpg,56.444677205696394,0.0,0.652090311050415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7511507272720337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1179124116897583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3567829132080078,0.0,0.0,0.0,0.0,0.0,0.0
30,train,raw,30(1).jpg,46.698362319916356,0.0,0.5473304986953735,0.15225918591022491,0.0,0.0,0.0,0.0,0.0,0.0,1.2107245922088623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18275514245033264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4971156418323517,0.0,1.018982172012329,0.0,0.0,0.0,0.0
30,train,raw,30.jpg,39.88647186451715,0.0,1.1789324283599854,0.2846507430076599,0.0,1.2548593282699585,0.0,0.0,0.0,0.0,0.15198945999145508,0.0,0.0,0.0,0.19579969346523285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16949893534183502,0.0,0.0,0.0,0.0
32,train,raw,32(1).jpg,24.11711875210301,0.0,2.2784311771392822,1.04655921459198,0.0,1.8183475732803345,0.0,0.0,0.7923997640609741,0.0,0.0,0.0,0.0,0.0,0.9639853835105896,0.0,0.0,1.104614019393921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5190010070800781,0.0,0.0,0.0,0.0
32,train,raw,32.jpg,48.886962397659126,0.0,1.2373968362808228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2252521514892578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.268131285905838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49616381525993347,0.0,0.0,0.0,0.0,0.0,0.0
33,train,raw,33(1).jpg,45.30721274957543,0.0,0.805591344833374,0.22472019493579865,0.0,0.32018569111824036,0.0,0.0,0.0,0.0,0.6788073182106018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2706635892391205,0.0,0.368420273065567,0.0,0.0,0.0,0.0
33,train,raw,33(2).jpg,39.479436386478085,0.0,0.9049482345581055,0.6035469174385071,0.0,0.3287182152271271,0.0,0.0,0.0,0.0,0.49603646993637085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05903681740164757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.271342396736145,0.0,0.0,0.0,0.0
33,train,raw,33.jpg,37.16626154294562,0.0,1.2892262935638428,0.0,0.0,1.4627832174301147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1778549998998642,0.8805140256881714,0.0,0.0,0.404218465089798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,train,raw,35(1).jpg,47.86919718949714,0.0,1.3268911838531494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1597743034362793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31109800934791565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31078019738197327,0.0,0.0,0.0,0.0,0.0,0.0
35,train,raw,35(2).jpg,40.67185349233847,0.0,1.1303467750549316,0.27411508560180664,0.0,0.6282726526260376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3078977167606354,0.0,0.0,0.0,0.0
35,train,raw,35(3).jpg,23.852656041551086,0.0,3.0867488384246826,0.9805669784545898,0.0,1.356021523475647,0.0,0.0,1.1123802661895752,0.0,0.0,0.0,0.0,0.0,0.2968084216117859,0.0,0.0,1.1411750316619873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3305714130401611,0.0,0.0,0.0,0.0
35,train,raw,35.jpg,48.01618546616177,0.0,1.1962049007415771,0.0,0.0,0.12479554116725922,0.0,0.0,0.0,0.0,0.9265978336334229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42697229981422424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5748319625854492,0.0,0.04680313542485237,0.0,0.0,0.0,0.0
36,train,raw,36(1).jpg,30.53697508657251,0.0,2.5440146923065186,0.6803890466690063,0.0,0.6461591720581055,0.0,0.0,0.6771174669265747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7211677432060242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9949002265930176,0.0,0.0,0.0,0.0
36,train,raw,36(2).jpg,41.156722111009,0.0,1.2884474992752075,0.07653249800205231,0.0,0.026687579229474068,0.0,0.0,0.14777976274490356,0.0,0.6310464143753052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19040797650814056,0.0,0.9115792512893677,0.0,0.0,0.0,0.0
36,train,raw,36(3).jpg,49.590313093001285,0.0,0.557388961315155,0.3705626130104065,0.0,0.32935720682144165,0.0,0.0,0.0,0.0,1.0750799179077148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20929470658302307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7665239572525024,0.0,0.2817974388599396,0.0,0.0,0.0,0.0
36,train,raw,36.jpg,40.829790300313334,0.0,1.658352255821228,0.21456630527973175,0.0,1.2319036722183228,0.0,0.0,0.0,0.0,0.5354302525520325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09855134785175323,0.0,0.0,0.0,0.0,0.0,0.0
38,train,raw,38.jpg,31.870449844741756,0.0,1.4856699705123901,0.5994341969490051,0.0,2.071420907974243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4042636156082153,0.0,0.0,0.6761032342910767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46723371744155884,0.0,0.0,0.0,0.0
39,train,raw,39.jpg,27.869374886208448,0.0,2.043745279312134,0.7164128422737122,0.0,0.8900374174118042,0.0,0.0,0.9849316477775574,0.0,0.0,0.0,0.0,0.0,0.2627604603767395,0.0,0.0,0.8633766174316406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6661487817764282,0.0,0.0,0.0,0.0
40,train,raw,40(1).jpg,42.75060181800342,0.0,1.7044893503189087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4395052194595337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,train,raw,40(2).jpg,41.56184416597023,0.0,1.623727560043335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37250179052352905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28152942657470703,0.0,0.0,0.0,0.0
40,train,raw,40(3).jpg,18.99431775565904,0.0,2.5469906330108643,0.9574940204620361,0.0,1.8742343187332153,0.0,0.0,1.1244254112243652,0.0,0.0,0.0,0.0,1.670699954032898,1.2663440704345703,0.0,0.0,1.5981221199035645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3719115257263184,0.0,0.0,0.0,0.0
40,train,raw,40.jpg,27.625867978337624,0.0,2.3450725078582764,1.3279939889907837,0.0,1.1819459199905396,0.0,0.0,0.785733163356781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4747660756111145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5693449974060059,0.0,0.0,0.0,0.0
44,train,raw,44(1).jpg,25.590813342516526,0.0,3.008894205093384,0.8714342713356018,0.0,1.0910534858703613,0.0,0.0,1.0821328163146973,0.0,0.0,0.0,0.0,0.07584163546562195,0.08243872225284576,0.0,0.0,1.152279019355774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2056021690368652,0.0,0.0,0.0,0.0
44,train,raw,44(2).jpg,42.82023101769505,0.0,0.8938637971878052,0.07512803375720978,0.0,1.4055618047714233,0.0,0.0,0.0,0.0,0.46954262256622314,0.0,0.0,0.0,0.9081047177314758,0.0,0.0,0.058548640459775925,0.830009937286377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22308064997196198,0.0,0.0,0.0,0.0,0.0,0.0
44,train,raw,44(3).jpg,43.78214030301871,0.0,0.7736528515815735,0.32759493589401245,0.0,0.37473976612091064,0.0,0.0,0.0,0.0,0.6533079147338867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26988014578819275,0.0,0.6833851337432861,0.0,0.0,0.0,0.0
44,train,raw,44.jpg,45.95863244297098,0.0,0.6427578330039978,0.2155531793832779,0.0,0.28650081157684326,0.0,0.0,0.0,0.0,0.7039916515350342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30507805943489075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1423008292913437,0.0,0.4089113473892212,0.0,0.0,0.0,0.0
45,train,raw,45(1).jpg,26.29555393069893,0.0,2.144648790359497,1.1683229207992554,0.0,1.0714057683944702,0.0,0.0,0.6659747958183289,0.0,0.0,0.0,0.0,0.8065758943557739,0.4109232425689697,0.0,0.0,0.8756858110427856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.493849515914917,0.0,0.0,0.0,0.0
45,train,raw,45(2).jpg,29.71753040753913,0.0,1.790197730064392,1.1704509258270264,0.0,1.292883276939392,0.0,0.0,0.20572102069854736,0.0,0.0,0.0,0.0,0.421583354473114,0.7137221097946167,0.0,0.0,0.6625038385391235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1173175573349,0.0,0.0,0.0,0.0
45,train,raw,45(3).jpg,46.91675952009322,0.0,1.225175142288208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9014291763305664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23909518122673035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17540325224399567,0.0,0.0,0.0,0.0,0.0,0.0
45,train,raw,45(4).jpg,22.028809320004257,0.0,2.6385393142700195,1.405659794807434,0.0,2.2132821083068848,0.0,0.0,0.6404128670692444,0.0,0.0,0.0,0.0,0.05392172560095787,1.2332268953323364,0.0,0.0,1.3972187042236328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2914505004882812,0.0,0.0,0.0,0.0
45,train,raw,45.jpg,32.59832662798647,0.0,1.9847006797790527,0.941699743270874,0.0,0.6873311996459961,0.0,0.0,0.23221249878406525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18324704468250275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2236812114715576,0.0,0.0,0.0,0.0
46,train,raw,46(1).jpg,24.275700235148065,0.0,1.5553643703460693,0.9237602353096008,0.0,2.485856056213379,0.0,0.0,0.5004578828811646,0.0,0.0,0.0,0.0,0.0,2.1094882488250732,0.0,0.0,0.9658833146095276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3864781856536865,0.0,0.0,0.0,0.0
46,train,raw,46(3).jpg,39.82701410944162,0.0,1.1463472843170166,0.4106799364089966,0.0,0.3681638240814209,0.0,0.0,0.0,0.0,0.4974513053894043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9643785953521729,0.0,0.0,0.0,0.0
46,train,raw,46.jpg,27.83515474373428,0.0,2.098172187805176,0.7300947308540344,0.0,1.416325330734253,0.0,0.0,0.6490084528923035,0.0,0.0,0.0,0.0,0.13790243864059448,0.763555645942688,0.0,0.0,1.0354435443878174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1304559707641602,0.0,0.0,0.0,0.0
47,train,raw,47(1).jpg,43.49504099912332,0.0,1.0766345262527466,0.0,0.0,0.1144479364156723,0.0,0.0,0.0,0.0,0.2166365683078766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1424064189195633,0.0,0.0,0.0,0.0
47,train,raw,47(2).jpg,35.040299138005594,0.0,1.2546120882034302,0.28774935007095337,0.0,0.7843237519264221,0.0,0.0,0.17965209484100342,0.0,0.014463447034358978,0.0,0.0,0.0,0.5713820457458496,0.0,0.0,0.6427783966064453,0.19870933890342712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9834306240081787,0.0,0.0,0.0,0.0
47,train,raw,47(3).jpg,44.92947779639766,0.0,0.910650908946991,0.0,0.0,0.01614348776638508,0.0,0.0,0.0,0.0,0.8858529925346375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19348229467868805,0.0,0.6215031743049622,0.0,0.0,0.0,0.0
47,train,raw,47(4).jpg,27.860002632658052,0.0,2.051769495010376,1.3164526224136353,0.0,1.2354931831359863,0.0,0.0,0.6317800879478455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4392911493778229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7813093662261963,0.0,0.0,0.0,0.0
47,train,raw,47.jpg,31.615883025280596,0.0,2.2689812183380127,0.9686326384544373,0.0,1.0531500577926636,0.0,0.0,0.20617535710334778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29541459679603577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.002507209777832,0.0,0.0,0.0,0.0
48,train,raw,48(1).jpg,25.93303193570216,0.0,1.568817377090454,1.2341970205307007,0.0,1.417237639427185,0.0,0.0,0.9475224018096924,0.0,0.0,0.0,0.0,0.2513040006160736,1.2868759632110596,0.0,0.0,1.314056634902954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5588691234588623,0.0,0.0,0.0,0.0
48,train,raw,48(2).jpg,29.873509154481894,0.0,2.04150652885437,1.443170189857483,0.0,0.7234461307525635,0.0,0.0,0.35832253098487854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02669001743197441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7580595016479492,0.0,0.0,0.0,0.0
48,train,raw,48(3).jpg,47.710160957293056,0.0,0.7390254139900208,0.05767740309238434,0.0,0.6061466336250305,0.0,0.0,0.0,0.0,0.8109506964683533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42809024453163147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35536596179008484,0.0,0.043870944529771805,0.0,0.0,0.0,0.0
48,train,raw,48.jpg,46.44952246414465,0.0,0.8871739506721497,0.0,0.0,0.6749668717384338,0.0,0.0,0.0,0.0,0.8538281321525574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6427268981933594,0.0,0.24767042696475983,0.0,0.0,0.0,0.0
49,train,raw,49(1).jpg,27.431756400545282,0.0,2.320829391479492,0.5033895373344421,0.0,0.836093008518219,0.0,0.0,1.079503059387207,0.0,0.0,0.0,0.0,0.339348167181015,0.8385757207870483,0.0,0.0,1.1609549522399902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0740009546279907,0.0,0.0,0.0,0.0
49,train,raw,49(2).jpg,32.71424109413567,0.0,2.0896542072296143,0.7546510100364685,0.0,1.9815834760665894,0.0,0.0,0.2178371548652649,0.0,0.0,0.0,0.0,0.0,0.033227697014808655,0.0,0.0,0.2778918445110321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4636586606502533,0.0,0.0,0.0,0.0
49,train,raw,49.jpg,38.799453552888735,0.0,1.6054394245147705,0.059195324778556824,0.0,0.0,0.0,0.0,0.08143490552902222,0.0,0.1191362738609314,0.0,0.0,0.0,0.0,0.0,0.0,0.03065989539027214,0.05137338861823082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7096166610717773,0.0,0.0,0.0,0.0
50,train,raw,50(1).jpg,37.17601150226284,0.0,1.946580171585083,0.6939957737922668,0.0,0.23128001391887665,0.0,0.0,0.0,0.0,0.15819786489009857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6874048709869385,0.0,0.0,0.0,0.0
50,train,raw,50(2).jpg,27.756399657662882,0.0,2.0317840576171875,0.8894559144973755,0.0,1.990914225578308,0.0,0.0,0.4627618193626404,0.0,0.0,0.0,0.0,0.0,0.8631106615066528,0.0,0.0,0.8614263534545898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0271047353744507,0.0,0.0,0.0,0.0
50,train,raw,50.jpg,42.89287585456589,0.0,1.0271252393722534,0.10509957373142242,0.0,0.21900470554828644,0.0,0.0,0.0,0.0,0.5159376263618469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10033203661441803,0.0,0.544917643070221,0.0,0.0,0.0,0.0
52,train,raw,52(1).jpg,23.94051040291413,0.0,2.014979362487793,1.3482729196548462,0.0,2.279036521911621,0.0,0.0,0.37140339612960815,0.0,0.0,0.0,0.0,1.1119433641433716,1.0978423357009888,0.0,0.0,1.1041650772094727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1203683614730835,0.0,0.0,0.0,0.0
52,train,raw,52.jpg,37.75612378057099,0.0,1.7739548683166504,0.13604016602039337,0.0,0.9620916247367859,0.0,0.0,0.0,0.0,0.11159326881170273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3432904779911041,0.0,0.0,0.0,0.0
53,train,raw,53(1).jpg,38.2628529789186,0.0,1.3002740144729614,0.5793410539627075,0.0,0.0,0.0,0.0,0.0,0.0,0.4766113758087158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3352553844451904,0.0,0.0,0.0,0.0
53,train,raw,53(2).jpg,20.289920643326695,0.0,2.302807092666626,1.0997146368026733,0.0,1.6961911916732788,0.0,0.0,1.519057273864746,0.0,0.0,0.0,0.0,0.0,1.4127763509750366,0.0,0.0,1.5586237907409668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9234750270843506,0.0,0.0,0.0,0.0
53,train,raw,53(3).jpg,29.480911479379643,0.0,1.8275448083877563,0.44182419776916504,0.0,0.9707494974136353,0.0,0.0,0.8289517164230347,0.0,0.0,0.0,0.0,0.0,0.9037246704101562,0.0,0.0,0.8680108189582825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2206110954284668,0.0,0.0,0.0,0.0
